Message ID,Thread ID,User ID,Organisation ID,Timestamp,Message Type
MSG004241,THR01032,USR0094,ORG031,2026-07-13 20:17,question
MSG004501,THR01093,USR0162,ORG048,2026-08-18 09:21,question
MSG000639,THR00172,USR0025,ORG009,2026-02-08 08:25,question
MSG004621,THR01121,USR0208,ORG061,2026-08-25 13:56,question
MSG001965,THR00505,USR0207,ORG061,2026-05-03 18:14,question
MSG000964,THR00262,USR0228,ORG066,2026-03-16 12:12,assistant_response
MSG005161,THR01237,USR0005,ORG002,2026-08-25 16:22,question
MSG003688,THR00908,USR0033,ORG013,2026-07-01 14:53,assistant_response
MSG000853,THR00231,USR0093,ORG030,2026-03-22 07:46,question
MSG004733,THR01142,USR0173,ORG052,2026-08-26 19:34,question
MSG005028,THR01200,USR0096,ORG031,2026-08-08 11:51,assistant_response
MSG002249,THR00574,USR0261,ORG078,2026-05-13 17:57,question
MSG004475,THR01086,USR0155,ORG047,2026-08-25 21:09,question
MSG003510,THR00864,USR0021,ORG008,2026-07-05 10:50,assistant_response
MSG004481,THR01087,USR0086,ORG028,2026-08-29 11:51,question
MSG000278,THR00085,USR0110,ORG036,2026-01-20 16:44,assistant_response
MSG001849,THR00478,USR0210,ORG062,2026-04-04 15:39,question
MSG001530,THR00400,USR0227,ORG066,2026-04-25 17:17,assistant_response
MSG004570,THR01108,USR0081,ORG026,2026-08-24 16:45,assistant_response
MSG001885,THR00487,USR0112,ORG036,2026-04-07 13:39,question
MSG005067,THR01207,USR0084,ORG027,2026-08-04 22:00,question
MSG000967,THR00264,USR0087,ORG029,2026-03-25 21:36,question
MSG003765,THR00924,USR0163,ORG048,2026-07-20 09:00,question
MSG005057,THR01205,USR0097,ORG031,2026-08-22 22:49,question
MSG002281,THR00586,USR0055,ORG018,2026-05-18 09:32,question
MSG000761,THR00208,USR0017,ORG007,2026-02-06 17:01,question
MSG004161,THR01017,USR0127,ORG040,2026-07-31 15:59,question
MSG004980,THR01189,USR0028,ORG011,2026-08-27 17:33,assistant_response
MSG004826,THR01164,USR0238,ORG071,2026-08-31 16:41,assistant_response
MSG003892,THR00956,USR0075,ORG024,2026-07-28 15:37,assistant_response
MSG003701,THR00910,USR0157,ORG047,2026-07-06 15:21,question
MSG001812,THR00468,USR0252,ORG076,2026-04-11 14:25,assistant_response
MSG004617,THR01119,USR0144,ORG044,2026-08-29 11:44,question
MSG004882,THR01172,USR0040,ORG015,2026-08-18 08:01,assistant_response
MSG001332,THR00349,USR0242,ORG072,2026-04-17 18:51,assistant_response
MSG002988,THR00744,USR0091,ORG029,2026-06-15 18:59,assistant_response
MSG003363,THR00824,USR0244,ORG073,2026-06-10 22:49,question
MSG003635,THR00893,USR0208,ORG061,2026-07-06 18:40,question
MSG004072,THR01000,USR0265,ORG079,2026-07-28 12:36,assistant_response
MSG004464,THR01084,USR0009,ORG004,2026-08-23 13:54,assistant_response
MSG002832,THR00708,USR0132,ORG042,2026-06-29 20:02,assistant_response
MSG001386,THR00360,USR0166,ORG050,2026-04-05 12:46,assistant_response
MSG004885,THR01172,USR0040,ORG015,2026-08-18 08:00,question
MSG002904,THR00723,USR0127,ORG040,2026-06-14 19:49,assistant_response
MSG000892,THR00242,USR0213,ORG063,2026-03-30 09:09,assistant_response
MSG000241,THR00072,USR0174,ORG052,2026-01-06 22:44,question
MSG004815,THR01161,USR0156,ORG047,2026-08-19 20:28,question
MSG004669,THR01131,USR0218,ORG064,2026-08-27 20:05,question
MSG002829,THR00708,USR0132,ORG042,2026-06-29 20:02,question
MSG002473,THR00633,USR0084,ORG027,2026-05-23 19:53,question
MSG003438,THR00846,USR0036,ORG014,2026-06-18 14:00,assistant_response
MSG002601,THR00665,USR0132,ORG042,2026-05-02 18:15,question
MSG004871,THR01170,USR0009,ORG004,2026-08-30 11:43,question
MSG000998,THR00270,USR0106,ORG034,2026-03-26 08:36,assistant_response
MSG001075,THR00287,USR0217,ORG064,2026-03-23 11:30,question
MSG002002,THR00510,USR0152,ORG046,2026-05-29 13:20,assistant_response
MSG000350,THR00102,USR0255,ORG077,2026-02-21 16:43,assistant_response
MSG004637,THR01124,USR0133,ORG042,2026-08-08 16:46,question
MSG004805,THR01158,USR0059,ORG020,2026-08-09 08:21,question
MSG004437,THR01078,USR0231,ORG068,2026-08-20 15:25,question
MSG003344,THR00820,USR0121,ORG039,2026-06-16 12:54,assistant_response
MSG002857,THR00714,USR0061,ORG020,2026-06-06 17:54,question
MSG000405,THR00113,USR0136,ORG043,2026-02-24 18:48,question
MSG000341,THR00100,USR0173,ORG052,2026-01-27 09:04,question
MSG000249,THR00075,USR0152,ORG046,2026-01-10 21:44,question
MSG001533,THR00401,USR0046,ORG016,2026-04-07 21:13,question
MSG001065,THR00282,USR0155,ORG047,2026-03-06 15:06,question
MSG000332,THR00099,USR0048,ORG016,2026-01-17 12:39,assistant_response
MSG002300,THR00592,USR0265,ORG079,2026-05-18 07:47,assistant_response
MSG001551,THR00403,USR0260,ORG078,2026-04-13 11:50,question
MSG005112,THR01223,USR0034,ORG013,2026-08-06 19:48,assistant_response
MSG003137,THR00774,USR0081,ORG026,2026-06-09 10:20,question
MSG004103,THR01008,USR0140,ORG043,2026-07-05 07:16,question
MSG002257,THR00578,USR0267,ORG080,2026-05-10 08:49,question
MSG004326,THR01050,USR0085,ORG028,2026-07-11 23:16,assistant_response
MSG003231,THR00799,USR0028,ORG011,2026-06-01 18:11,question
MSG000167,THR00053,USR0192,ORG057,2026-01-08 07:20,question
MSG002269,THR00582,USR0205,ORG060,2026-05-12 19:25,question
MSG001675,THR00438,USR0067,ORG022,2026-04-04 19:32,question
MSG001137,THR00301,USR0257,ORG077,2026-03-25 20:27,question
MSG001054,THR00281,USR0081,ORG026,2026-03-15 21:00,assistant_response
MSG004968,THR01186,USR0116,ORG037,2026-08-23 20:08,assistant_response
MSG002140,THR00545,USR0024,ORG009,2026-05-02 17:12,assistant_response
MSG002387,THR00611,USR0132,ORG042,2026-05-12 07:26,question
MSG003483,THR00856,USR0073,ORG024,2026-07-16 07:48,question
MSG000483,THR00131,USR0148,ORG045,2026-02-23 13:48,question
MSG001336,THR00350,USR0052,ORG017,2026-04-08 14:23,assistant_response
MSG000642,THR00173,USR0112,ORG036,2026-02-25 08:08,assistant_response
MSG004987,THR01190,USR0225,ORG065,2026-08-25 10:40,question
MSG004877,THR01171,USR0089,ORG029,2026-08-14 22:48,question
MSG002403,THR00615,USR0173,ORG052,2026-05-14 20:06,question
MSG001628,THR00424,USR0093,ORG030,2026-04-10 10:30,assistant_response
MSG004129,THR01013,USR0129,ORG041,2026-07-16 09:15,question
MSG004843,THR01165,USR0129,ORG041,2026-08-27 19:34,question
MSG003985,THR00979,USR0010,ORG004,2026-07-31 08:36,question
MSG004936,THR01181,USR0130,ORG041,2026-08-22 21:06,assistant_response
MSG001866,THR00481,USR0069,ORG023,2026-04-16 07:33,assistant_response
MSG004402,THR01070,USR0238,ORG071,2026-08-22 14:45,assistant_response
MSG002557,THR00655,USR0194,ORG057,2026-05-12 11:22,question
MSG004182,THR01020,USR0186,ORG055,2026-07-29 10:50,assistant_response
MSG002426,THR00620,USR0049,ORG017,2026-05-03 22:35,assistant_response
MSG001412,THR00367,USR0035,ORG013,2026-04-12 15:50,assistant_response
MSG003814,THR00936,USR0253,ORG076,2026-07-03 18:44,assistant_response
MSG002535,THR00647,USR0153,ORG046,2026-05-07 18:56,question
MSG000309,THR00094,USR0265,ORG079,2026-01-12 12:02,question
MSG002070,THR00525,USR0083,ORG027,2026-05-06 14:57,assistant_response
MSG002302,THR00592,USR0265,ORG079,2026-05-18 07:46,assistant_response
MSG003880,THR00954,USR0023,ORG008,2026-07-03 16:42,assistant_response
MSG001893,THR00489,USR0060,ORG020,2026-04-25 18:35,question
MSG002058,THR00523,USR0202,ORG060,2026-05-18 09:19,assistant_response
MSG001011,THR00276,USR0048,ORG016,2026-03-13 15:44,question
MSG005208,THR01243,USR0215,ORG063,2026-08-14 20:03,assistant_response
MSG003698,THR00909,USR0168,ORG050,2026-07-16 21:29,assistant_response
MSG000477,THR00130,USR0136,ORG043,2026-02-20 22:18,question
MSG003870,THR00949,USR0156,ORG047,2026-07-01 10:14,assistant_response
MSG002683,THR00681,USR0048,ORG016,2026-06-19 20:04,question
MSG003504,THR00861,USR0071,ORG023,2026-07-11 13:48,assistant_response
MSG001072,THR00285,USR0245,ORG074,2026-03-03 11:37,assistant_response
MSG002614,THR00667,USR0213,ORG063,2026-06-27 18:50,assistant_response
MSG001263,THR00332,USR0232,ORG068,2026-03-10 21:30,question
MSG004506,THR01093,USR0162,ORG048,2026-08-18 09:29,assistant_response
MSG003680,THR00906,USR0012,ORG004,2026-07-10 20:43,assistant_response
MSG003684,THR00907,USR0178,ORG053,2026-07-14 21:47,assistant_response
MSG000512,THR00138,USR0242,ORG072,2026-02-04 11:16,assistant_response
MSG004369,THR01061,USR0232,ORG068,2026-07-11 11:22,question
MSG002205,THR00563,USR0221,ORG065,2026-05-17 20:23,question
MSG003689,THR00908,USR0033,ORG013,2026-07-01 14:56,question
MSG003198,THR00790,USR0176,ORG053,2026-06-18 14:17,assistant_response
MSG001898,THR00490,USR0214,ORG063,2026-04-22 16:57,assistant_response
MSG001751,THR00455,USR0149,ORG046,2026-04-12 17:27,question
MSG002455,THR00626,USR0234,ORG069,2026-05-21 20:33,question
MSG003605,THR00887,USR0077,ORG025,2026-07-30 07:38,question
MSG001659,THR00434,USR0046,ORG016,2026-04-05 20:40,question
MSG002565,THR00656,USR0251,ORG076,2026-05-07 12:34,question
MSG004743,THR01144,USR0167,ORG050,2026-08-03 20:24,question
MSG000637,THR00171,USR0106,ORG034,2026-02-03 10:38,question
MSG001317,THR00346,USR0128,ORG041,2026-04-21 07:34,question
MSG000224,THR00065,USR0174,ORG052,2026-01-27 12:53,assistant_response
MSG001154,THR00304,USR0034,ORG013,2026-03-10 20:49,assistant_response
MSG000977,THR00266,USR0022,ORG008,2026-03-25 21:34,question
MSG000758,THR00206,USR0223,ORG065,2026-02-21 17:44,assistant_response
MSG005132,THR01228,USR0081,ORG026,2026-08-30 18:16,assistant_response
MSG000476,THR00130,USR0136,ORG043,2026-02-20 22:18,assistant_response
MSG003143,THR00777,USR0174,ORG052,2026-06-18 21:03,question
MSG003800,THR00932,USR0252,ORG076,2026-07-02 16:53,assistant_response
MSG004285,THR01041,USR0044,ORG016,2026-07-01 22:14,question
MSG001184,THR00313,USR0007,ORG003,2026-03-08 08:30,assistant_response
MSG004148,THR01015,USR0074,ORG024,2026-07-04 12:33,assistant_response
MSG000927,THR00251,USR0053,ORG018,2026-03-26 12:23,question
MSG002396,THR00615,USR0173,ORG052,2026-05-14 19:54,assistant_response
MSG005134,THR01228,USR0081,ORG026,2026-08-30 18:23,assistant_response
MSG005320,THR01270,USR0006,ORG003,2026-08-22 15:11,assistant_response
MSG003705,THR00911,USR0025,ORG009,2026-07-05 18:23,question
MSG004107,THR01008,USR0140,ORG043,2026-07-05 07:26,question
MSG000807,THR00221,USR0212,ORG062,2026-03-13 09:51,question
MSG003810,THR00935,USR0092,ORG030,2026-07-16 14:01,assistant_response
MSG001980,THR00506,USR0112,ORG036,2026-05-31 22:37,assistant_response
MSG000036,THR00014,USR0182,ORG054,2026-01-03 19:55,assistant_response
MSG000784,THR00213,USR0231,ORG068,2026-03-16 14:22,assistant_response
MSG003909,THR00962,USR0117,ORG038,2026-07-14 10:48,question
MSG001038,THR00278,USR0033,ORG013,2026-03-26 19:22,assistant_response
MSG003118,THR00772,USR0160,ORG048,2026-06-01 16:40,assistant_response
MSG004779,THR01151,USR0012,ORG004,2026-08-11 20:11,question
MSG000583,THR00156,USR0042,ORG015,2026-02-17 21:38,question
MSG003630,THR00891,USR0009,ORG004,2026-07-16 16:15,assistant_response
MSG003762,THR00923,USR0229,ORG067,2026-07-22 09:32,assistant_response
MSG001149,THR00304,USR0034,ORG013,2026-03-10 20:47,question
MSG004393,THR01067,USR0251,ORG076,2026-08-15 19:30,question
MSG002036,THR00518,USR0024,ORG009,2026-05-23 09:25,assistant_response
MSG000191,THR00056,USR0111,ORG036,2026-01-27 11:38,question
MSG000880,THR00237,USR0044,ORG016,2026-03-04 14:48,assistant_response
MSG003878,THR00953,USR0263,ORG079,2026-07-19 08:30,assistant_response
MSG000772,THR00209,USR0204,ORG060,2026-02-03 16:10,assistant_response
MSG002495,THR00638,USR0026,ORG010,2026-05-18 07:29,question
MSG003040,THR00759,USR0247,ORG074,2026-06-05 22:18,assistant_response
MSG004810,THR01160,USR0138,ORG043,2026-08-18 10:15,assistant_response
MSG000542,THR00144,USR0259,ORG077,2026-02-15 15:14,assistant_response
MSG002874,THR00715,USR0211,ORG062,2026-06-10 22:15,assistant_response
MSG000416,THR00115,USR0259,ORG077,2026-02-15 15:54,assistant_response
MSG000940,THR00253,USR0059,ORG020,2026-03-12 18:54,assistant_response
MSG003001,THR00748,USR0030,ORG011,2026-06-04 09:42,question
MSG000619,THR00167,USR0202,ORG060,2026-02-17 11:46,question
MSG003564,THR00878,USR0212,ORG062,2026-07-28 13:28,assistant_response
MSG005139,THR01230,USR0022,ORG008,2026-08-15 17:31,question
MSG001050,THR00280,USR0025,ORG009,2026-03-02 10:41,assistant_response
MSG001870,THR00482,USR0248,ORG075,2026-04-30 12:44,assistant_response
MSG000663,THR00183,USR0048,ORG016,2026-02-18 13:03,question
MSG001608,THR00416,USR0053,ORG018,2026-04-01 18:38,assistant_response
MSG000640,THR00172,USR0025,ORG009,2026-02-08 08:25,assistant_response
MSG002645,THR00676,USR0110,ORG036,2026-06-13 15:27,question
MSG001703,THR00444,USR0025,ORG009,2026-04-22 10:41,question
MSG000398,THR00110,USR0047,ORG016,2026-02-13 21:15,assistant_response
MSG002682,THR00681,USR0048,ORG016,2026-06-19 19:45,assistant_response
MSG001624,THR00422,USR0019,ORG007,2026-04-19 13:27,assistant_response
MSG003881,THR00955,USR0064,ORG021,2026-07-30 13:37,question
MSG004433,THR01078,USR0231,ORG068,2026-08-20 15:21,question
MSG004163,THR01017,USR0127,ORG040,2026-07-31 16:04,question
MSG002808,THR00705,USR0046,ORG016,2026-06-06 13:40,assistant_response
MSG002594,THR00663,USR0035,ORG013,2026-05-02 11:17,assistant_response
MSG001110,THR00294,USR0044,ORG016,2026-03-08 17:03,assistant_response
MSG003275,THR00808,USR0257,ORG077,2026-06-09 20:59,question
MSG005244,THR01252,USR0036,ORG014,2026-08-13 13:32,assistant_response
MSG000031,THR00013,USR0090,ORG029,2026-01-05 19:34,question
MSG002716,THR00687,USR0026,ORG010,2026-06-22 19:33,assistant_response
MSG000851,THR00230,USR0202,ORG060,2026-03-12 11:04,question
MSG001501,THR00391,USR0142,ORG044,2026-04-17 22:13,question
MSG002436,THR00624,USR0018,ORG007,2026-05-22 18:55,assistant_response
MSG002449,THR00625,USR0140,ORG043,2026-05-18 21:12,question
MSG001479,THR00387,USR0018,ORG007,2026-04-17 11:09,question
MSG004585,THR01110,USR0213,ORG063,2026-08-25 07:21,question
MSG004048,THR00994,USR0104,ORG033,2026-07-16 09:56,assistant_response
MSG004954,THR01184,USR0143,ORG044,2026-08-30 20:38,assistant_response
MSG004310,THR01049,USR0145,ORG044,2026-07-29 15:39,assistant_response
MSG002354,THR00599,USR0066,ORG022,2026-05-02 20:58,assistant_response
MSG000553,THR00148,USR0049,ORG017,2026-02-06 11:30,question
MSG003741,THR00918,USR0152,ORG046,2026-07-16 16:52,question
MSG003965,THR00974,USR0069,ORG023,2026-07-01 10:47,question
MSG000269,THR00083,USR0128,ORG041,2026-01-31 10:01,question
MSG002953,THR00735,USR0077,ORG025,2026-06-06 11:15,question
MSG001343,THR00352,USR0089,ORG029,2026-04-06 14:37,question
MSG000774,THR00209,USR0204,ORG060,2026-02-03 16:17,assistant_response
MSG003054,THR00761,USR0010,ORG004,2026-06-07 17:53,assistant_response
MSG004221,THR01029,USR0128,ORG041,2026-07-17 11:54,question
MSG002608,THR00666,USR0107,ORG034,2026-05-21 23:13,assistant_response
MSG001536,THR00401,USR0046,ORG016,2026-04-07 21:19,assistant_response
MSG000558,THR00150,USR0169,ORG050,2026-02-10 07:16,assistant_response
MSG004105,THR01008,USR0140,ORG043,2026-07-05 07:22,question
MSG002326,THR00596,USR0055,ORG018,2026-05-04 09:45,assistant_response
MSG002220,THR00566,USR0043,ORG015,2026-05-10 20:16,assistant_response
MSG001582,THR00409,USR0198,ORG059,2026-04-02 13:01,assistant_response
MSG001294,THR00338,USR0191,ORG056,2026-03-22 09:38,assistant_response
MSG003069,THR00764,USR0162,ORG048,2026-06-23 08:17,question
MSG002693,THR00682,USR0248,ORG075,2026-06-06 23:12,question
MSG000618,THR00166,USR0069,ORG023,2026-02-21 18:07,assistant_response
MSG000580,THR00155,USR0112,ORG036,2026-02-25 14:50,assistant_response
MSG003293,THR00811,USR0144,ORG044,2026-06-15 09:51,question
MSG000087,THR00030,USR0032,ORG012,2026-01-15 10:53,question
MSG002997,THR00748,USR0030,ORG011,2026-06-04 09:30,question
MSG001621,THR00422,USR0019,ORG007,2026-04-19 13:21,question
MSG004905,THR01176,USR0156,ORG047,2026-08-26 14:15,question
MSG001028,THR00277,USR0002,ORG001,2026-03-28 09:55,assistant_response
MSG000210,THR00061,USR0044,ORG016,2026-01-17 18:09,assistant_response
MSG004511,THR01095,USR0099,ORG032,2026-08-16 18:28,question
MSG001921,THR00496,USR0161,ORG048,2026-05-31 08:00,question
MSG002440,THR00624,USR0018,ORG007,2026-05-22 19:03,assistant_response
MSG001732,THR00451,USR0247,ORG074,2026-04-11 14:00,assistant_response
MSG004649,THR01127,USR0003,ORG002,2026-08-15 17:20,question
MSG003583,THR00883,USR0113,ORG036,2026-07-29 16:38,question
MSG002308,THR00594,USR0138,ORG043,2026-05-06 13:31,assistant_response
MSG001502,THR00391,USR0142,ORG044,2026-04-17 22:13,assistant_response
MSG002018,THR00514,USR0170,ORG050,2026-05-02 09:04,assistant_response
MSG002203,THR00562,USR0048,ORG016,2026-05-16 11:58,question
MSG000847,THR00229,USR0164,ORG049,2026-03-10 22:42,question
MSG002086,THR00530,USR0157,ORG047,2026-05-23 11:36,assistant_response
MSG000766,THR00208,USR0017,ORG007,2026-02-06 17:15,assistant_response
MSG004023,THR00988,USR0160,ORG048,2026-07-19 10:00,question
MSG001642,THR00429,USR0196,ORG058,2026-04-17 16:26,assistant_response
MSG003733,THR00917,USR0164,ORG049,2026-07-05 07:47,question
MSG002742,THR00694,USR0179,ORG054,2026-06-07 17:29,assistant_response
MSG001471,THR00386,USR0215,ORG063,2026-04-18 22:39,question
MSG002457,THR00626,USR0234,ORG069,2026-05-21 20:36,question
MSG003419,THR00840,USR0103,ORG033,2026-06-20 19:11,question
MSG004293,THR01043,USR0031,ORG012,2026-07-02 17:59,question
MSG003820,THR00937,USR0133,ORG042,2026-07-21 22:56,assistant_response
MSG003662,THR00899,USR0108,ORG035,2026-07-25 14:20,assistant_response
MSG001977,THR00506,USR0112,ORG036,2026-05-31 22:36,question
MSG004809,THR01160,USR0138,ORG043,2026-08-18 10:15,question
MSG000742,THR00202,USR0182,ORG054,2026-02-09 19:05,assistant_response
MSG002613,THR00667,USR0213,ORG063,2026-06-27 18:50,question
MSG002254,THR00576,USR0075,ORG024,2026-05-16 20:05,assistant_response
MSG005008,THR01195,USR0211,ORG062,2026-08-08 07:29,assistant_response
MSG003446,THR00848,USR0047,ORG016,2026-06-12 17:12,assistant_response
MSG000130,THR00041,USR0020,ORG008,2026-01-22 17:56,assistant_response
MSG003395,THR00831,USR0035,ORG013,2026-06-01 20:06,question
MSG004759,THR01147,USR0159,ORG048,2026-08-18 10:41,question
MSG004467,THR01085,USR0075,ORG024,2026-08-21 14:34,question
MSG000723,THR00197,USR0119,ORG038,2026-02-03 11:00,question
MSG003021,THR00754,USR0109,ORG035,2026-06-01 13:44,question
MSG001903,THR00492,USR0103,ORG033,2026-04-09 12:18,question
MSG004985,THR01189,USR0028,ORG011,2026-08-27 17:48,question
MSG005041,THR01202,USR0075,ORG024,2026-08-05 22:22,question
MSG000777,THR00210,USR0200,ORG059,2026-02-22 17:31,question
MSG001644,THR00430,USR0078,ORG025,2026-04-05 13:21,assistant_response
MSG004937,THR01181,USR0130,ORG041,2026-08-22 21:12,question
MSG001480,THR00387,USR0018,ORG007,2026-04-17 11:09,assistant_response
MSG003805,THR00934,USR0154,ORG047,2026-07-31 22:07,question
MSG003798,THR00931,USR0071,ORG023,2026-07-07 12:53,assistant_response
MSG003320,THR00816,USR0027,ORG010,2026-06-22 16:54,assistant_response
MSG002891,THR00719,USR0241,ORG072,2026-06-23 18:17,question
MSG000676,THR00185,USR0112,ORG036,2026-02-16 13:59,assistant_response
MSG003029,THR00757,USR0015,ORG006,2026-06-27 12:12,question
MSG004078,THR01001,USR0240,ORG071,2026-07-09 21:00,assistant_response
MSG000226,THR00065,USR0174,ORG052,2026-01-27 12:59,assistant_response
MSG001281,THR00335,USR0154,ORG047,2026-03-09 12:21,question
MSG004100,THR01007,USR0159,ORG048,2026-07-15 22:41,assistant_response
MSG004407,THR01072,USR0245,ORG074,2026-08-10 11:08,question
MSG001098,THR00292,USR0045,ORG016,2026-03-29 10:14,assistant_response
MSG003536,THR00870,USR0049,ORG017,2026-07-20 19:00,assistant_response
MSG003750,THR00919,USR0227,ORG066,2026-07-11 10:48,assistant_response
MSG004428,THR01076,USR0009,ORG004,2026-08-04 21:14,assistant_response
MSG003227,THR00799,USR0028,ORG011,2026-06-01 18:07,question
MSG003631,THR00891,USR0009,ORG004,2026-07-16 16:22,question
MSG002477,THR00634,USR0041,ORG015,2026-05-14 14:40,question
MSG004185,THR01021,USR0131,ORG041,2026-07-10 10:02,question
MSG003858,THR00947,USR0068,ORG022,2026-07-30 07:30,assistant_response
MSG001677,THR00438,USR0067,ORG022,2026-04-04 19:33,question
MSG003592,THR00886,USR0008,ORG004,2026-07-24 20:47,assistant_response
MSG003998,THR00983,USR0241,ORG072,2026-07-16 12:32,assistant_response
MSG002989,THR00745,USR0154,ORG047,2026-06-11 18:57,question
MSG001492,THR00389,USR0223,ORG065,2026-04-07 11:59,assistant_response
MSG000995,THR00269,USR0180,ORG054,2026-03-28 20:12,question
MSG000550,THR00146,USR0173,ORG052,2026-02-26 16:38,assistant_response
MSG004641,THR01125,USR0031,ORG012,2026-08-27 18:16,question
MSG000534,THR00143,USR0055,ORG018,2026-02-11 16:37,assistant_response
MSG003436,THR00845,USR0002,ORG001,2026-06-17 22:30,assistant_response
MSG001913,THR00494,USR0232,ORG068,2026-04-04 14:47,question
MSG000906,THR00246,USR0176,ORG053,2026-03-21 10:43,assistant_response
MSG001657,THR00433,USR0141,ORG044,2026-04-07 12:50,question
MSG002588,THR00663,USR0035,ORG013,2026-05-02 11:11,assistant_response
MSG002521,THR00644,USR0128,ORG041,2026-05-13 21:23,question
MSG002009,THR00512,USR0218,ORG064,2026-05-27 10:13,question
MSG002316,THR00595,USR0136,ORG043,2026-05-07 14:17,assistant_response
MSG004122,THR01011,USR0187,ORG055,2026-07-22 09:31,assistant_response
MSG003995,THR00982,USR0200,ORG059,2026-07-16 10:41,question
MSG002690,THR00682,USR0248,ORG075,2026-06-06 23:06,assistant_response
MSG003416,THR00838,USR0142,ORG044,2026-06-25 08:24,assistant_response
MSG000125,THR00040,USR0080,ORG026,2026-01-03 16:54,question
MSG000838,THR00228,USR0070,ORG023,2026-03-10 17:44,assistant_response
MSG003608,THR00887,USR0077,ORG025,2026-07-30 07:47,assistant_response
MSG001743,THR00453,USR0052,ORG017,2026-04-29 15:41,question
MSG002059,THR00524,USR0177,ORG053,2026-05-07 20:57,question
MSG004696,THR01136,USR0109,ORG035,2026-08-15 22:02,assistant_response
MSG001040,THR00278,USR0033,ORG013,2026-03-26 19:25,assistant_response
MSG000549,THR00146,USR0173,ORG052,2026-02-26 16:38,question
MSG000596,THR00161,USR0158,ORG047,2026-02-24 07:25,assistant_response
MSG004703,THR01137,USR0210,ORG062,2026-08-04 10:28,question
MSG001950,THR00501,USR0131,ORG041,2026-05-01 17:29,assistant_response
MSG001408,THR00365,USR0040,ORG015,2026-04-08 18:20,assistant_response
MSG002631,THR00672,USR0235,ORG069,2026-06-23 20:56,question
MSG002837,THR00710,USR0196,ORG058,2026-06-17 14:26,question
MSG001002,THR00271,USR0087,ORG029,2026-03-11 16:23,assistant_response
MSG002861,THR00714,USR0061,ORG020,2026-06-06 18:02,question
MSG001649,THR00432,USR0250,ORG076,2026-04-11 12:20,question
MSG005354,THR01278,USR0098,ORG031,2026-08-20 14:00,assistant_response
MSG003610,THR00887,USR0077,ORG025,2026-07-30 07:46,assistant_response
MSG003234,THR00799,USR0028,ORG011,2026-06-01 18:19,assistant_response
MSG001585,THR00411,USR0210,ORG062,2026-04-17 07:55,question
MSG002286,THR00587,USR0263,ORG079,2026-05-31 16:01,assistant_response
MSG001444,THR00377,USR0202,ORG060,2026-04-19 22:09,assistant_response
MSG000816,THR00223,USR0075,ORG024,2026-03-03 12:27,assistant_response
MSG003503,THR00861,USR0071,ORG023,2026-07-11 13:48,question
MSG003945,THR00968,USR0044,ORG016,2026-07-04 11:25,question
MSG002884,THR00718,USR0014,ORG005,2026-06-12 09:58,assistant_response
MSG004722,THR01139,USR0074,ORG024,2026-08-05 20:09,assistant_response
MSG005200,THR01242,USR0066,ORG022,2026-08-10 07:37,assistant_response
MSG002107,THR00536,USR0039,ORG015,2026-05-29 08:01,question
MSG004061,THR00997,USR0244,ORG073,2026-07-14 13:29,question
MSG004655,THR01128,USR0120,ORG038,2026-08-12 16:18,question
MSG003170,THR00785,USR0058,ORG019,2026-06-12 22:35,assistant_response
MSG002927,THR00731,USR0013,ORG005,2026-06-06 21:37,question
MSG005050,THR01204,USR0028,ORG011,2026-08-14 18:26,assistant_response
MSG004295,THR01044,USR0024,ORG009,2026-07-01 15:32,question
MSG002752,THR00696,USR0226,ORG066,2026-06-02 14:12,assistant_response
MSG003746,THR00918,USR0152,ORG046,2026-07-16 17:08,assistant_response
MSG003523,THR00867,USR0139,ORG043,2026-07-17 21:26,question
MSG001565,THR00407,USR0251,ORG076,2026-04-20 21:16,question
MSG002593,THR00663,USR0035,ORG013,2026-05-02 11:17,question
MSG001837,THR00476,USR0114,ORG036,2026-04-01 17:25,question
MSG002285,THR00587,USR0263,ORG079,2026-05-31 16:01,question
MSG000231,THR00068,USR0022,ORG008,2026-01-11 16:32,question
MSG004051,THR00995,USR0206,ORG061,2026-07-26 14:39,question
MSG002103,THR00535,USR0072,ORG024,2026-05-29 13:28,question
MSG002956,THR00735,USR0077,ORG025,2026-06-06 11:17,assistant_response
MSG003696,THR00908,USR0033,ORG013,2026-07-01 15:05,assistant_response
MSG003398,THR00831,USR0035,ORG013,2026-06-01 20:10,assistant_response
MSG003479,THR00856,USR0073,ORG024,2026-07-16 07:31,question
MSG001225,THR00324,USR0158,ORG047,2026-03-04 13:39,question
MSG002467,THR00631,USR0221,ORG065,2026-05-26 16:38,question
MSG004264,THR01037,USR0098,ORG031,2026-07-31 15:26,assistant_response
MSG003371,THR00825,USR0200,ORG059,2026-06-16 15:09,question
MSG002174,THR00555,USR0133,ORG042,2026-05-30 12:38,assistant_response
MSG002794,THR00704,USR0198,ORG059,2026-06-08 19:40,assistant_response
MSG003177,THR00786,USR0066,ORG022,2026-06-17 10:31,question
MSG000599,THR00163,USR0033,ORG013,2026-02-18 08:59,question
MSG002585,THR00662,USR0166,ORG050,2026-05-14 17:07,question
MSG000475,THR00130,USR0136,ORG043,2026-02-20 22:18,question
MSG003755,THR00921,USR0183,ORG054,2026-07-03 17:03,question
MSG004408,THR01072,USR0245,ORG074,2026-08-10 11:08,assistant_response
